candidate,arm,tau_0.01,tau_0.02,tau_0.03,tau_0.05,tau_0.075,tau_0.1,tau_0.125,tau_0.15,tau_0.2,tau_0.25,tau_0.3,tau_0.375,tau_0.45,tau_0.55,tau_0.65,tau_0.75,tau_0.85,tau_1
"('MoRsE', '2007')",support,1.0,2.0,3.0,6.0,8.0,9.0,9.0,10.0,14.0,16.0,18.0,24.0,30.0,37.0,48.0,60.0,71.0,87.0
"('Mr.Z-man', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,17.0,20.0,25.0,29.0,32.0,36.0,43.0
"('Mtmelendez', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,14.0,16.0,20.0,24.0,30.0,35.0,40.0,46.0,54.0
"('Mysid', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,15.0,18.0,21.0,25.0,28.0,32.0,37.0,44.0
"('MZMcBride', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,6.0,8.0,10.0,13.0,16.0,19.0,23.0,28.0,32.0,37.0,44.0
"('Nat', '2007')",support,1.0,1.0,2.0,2.0,2.0,4.0,5.0,7.0,10.0,12.0,15.0,20.0,22.0,26.0,30.0,34.0,39.0,44.0
"('Natalie Erin', '2007')",support,1.0,2.0,2.0,4.0,6.0,8.0,10.0,10.0,14.0,18.0,22.0,27.0,33.0,41.0,48.0,56.0,64.0,75.0
"('Navou', '2007')",support,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,7.0,11.0,18.0,27.0,37.0,48.0,59.0,69.0,80.0
"('Nehrams2020', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,14.0,18.0,22.0,26.0,31.0,36.0,41.0,48.0
"('Neranei', '2007')",support,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,7.0,8.0,13.0,22.0,32.0,44.0,57.0,69.0,80.0,99.0
"('Newyorkbrad', '2007')",support,2.0,4.0,7.0,11.0,17.0,22.0,28.0,34.0,45.0,56.0,68.0,83.0,100.0,123.0,144.0,167.0,189.0,223.0
"('Nick Dowling', '2007')",support,1.0,1.0,2.0,2.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,19.0,22.0,28.0,32.0,37.0,41.0,49.0
"('Night Gyr', '2007')",support,1.0,1.0,2.0,3.0,5.0,6.0,8.0,9.0,12.0,15.0,18.0,23.0,26.0,32.0,35.0,40.0,45.0,53.0
"('Nightscream', '2007')",support,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,8.0,9.0,11.0,14.0,16.0,20.0,22.0,26.0,30.0
"('Nihiltres', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,10.0,12.0,15.0,18.0,22.0,25.0,29.0,34.0
"('Nikki311', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,23.0,27.0,31.0,35.0,41.0
"('Nilfanion', '2007')",support,1.0,2.0,3.0,6.0,9.0,12.0,14.0,17.0,23.0,28.0,34.0,43.0,51.0,63.0,74.0,86.0,98.0,115.0
"('Nmajdan', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,11.0,14.0,16.0,21.0,25.0,30.0,36.0,41.0,47.0,55.0
"('NrDg', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,11.0,14.0,16.0,21.0,24.0,29.0,34.0,39.0,45.0,53.0
"('Number 57', '2007')",support,1.0,2.0,3.0,5.0,7.0,9.0,12.0,14.0,17.0,20.0,22.0,23.0,28.0,37.0,45.0,50.0,57.0,69.0
"('Nyttend', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,21.0,25.0,29.0,33.0,38.0
"('Ocatecir', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,19.0,23.0,28.0,32.0,35.0,42.0
"('Od Mishehu', '2007')",support,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,8.0,10.0,13.0,15.0,18.0,20.0,23.0,25.0
"('Oldelpaso', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0,14.0,17.0,21.0,25.0,28.0,32.0,37.0
"('Oldwindybear', '2007')",support,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,13.0,17.0,20.0,25.0,30.0,36.0,43.0,49.0,56.0,66.0
"('Orangemike', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,13.0,16.0,20.0,24.0,27.0,32.0,37.0,42.0,51.0
"('Orderinchaos78', '2007')",support,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,13.0,16.0,20.0,25.0,30.0,35.0,41.0,48.0,54.0,64.0
"('Oxymoron83', '2007')",support,1.0,2.0,3.0,5.0,7.0,9.0,12.0,14.0,19.0,23.0,28.0,35.0,42.0,51.0,60.0,70.0,78.0,91.0
"('Pascal.Tesson', '2007')",support,2.0,4.0,6.0,11.0,17.0,22.0,27.0,33.0,42.0,50.0,57.0,64.0,74.0,97.0,121.0,144.0,168.0,203.0
"('Pastordavid', '2007')",support,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,14.0,18.0,20.0,26.0,31.0,38.0,45.0,52.0,57.0,68.0
"('Pats1', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,9.0,12.0,14.0,18.0,20.0,22.0,26.0,30.0,34.0,39.0
"('Pax:Vobiscum', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,6.0,7.0,9.0,12.0,15.0,18.0,22.0,25.0,28.0,30.0,33.0
"('PeaceNT', '2007')",support,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,14.0,18.0,21.0,27.0,32.0,39.0,46.0,53.0,60.0,70.0
"('Pedro', '2007')",support,2.0,3.0,5.0,8.0,12.0,16.0,21.0,24.0,29.0,35.0,37.0,44.0,53.0,69.0,84.0,101.0,117.0,141.0
"('Penwhale', '2007')",support,0.0,1.0,2.0,3.0,6.0,7.0,8.0,10.0,14.0,17.0,21.0,26.0,30.0,37.0,43.0,49.0,54.0,66.0
"('Persian Poet Gal', '2007')",support,2.0,4.0,5.0,9.0,13.0,18.0,22.0,26.0,35.0,44.0,52.0,66.0,79.0,96.0,114.0,131.0,149.0,175.0
"('Philippe', '2007')",support,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,13.0,16.0,19.0,24.0,29.0,36.0,42.0,48.0,55.0,65.0
"('Picaroon9288', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,12.0,15.0,18.0,22.0,27.0,32.0,38.0,44.0,50.0,59.0
"('Pigman', '2007')",support,1.0,1.0,2.0,2.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,19.0,22.0,28.0,32.0,38.0,42.0,50.0
"('PrimeHunter', '2007')",support,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,14.0,18.0,21.0,27.0,32.0,39.0,46.0,53.0,60.0,71.0
"('Prolog', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,12.0,15.0,18.0,22.0,27.0,31.0,37.0,43.0,49.0,58.0
"('ProveIt', '2007')",support,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,14.0,18.0,21.0,26.0,31.0,36.0,41.0,46.0,52.0,63.0
"('PullToOpen', '2007')",support,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,14.0,18.0,22.0,27.0,32.0,39.0,46.0,53.0,60.0,71.0
"('Qwghlm', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,15.0,19.0,23.0,27.0,32.0,37.0,41.0,49.0
"('Ragesoss', '2007')",support,0.0,1.0,3.0,5.0,8.0,11.0,14.0,17.0,23.0,28.0,32.0,40.0,46.0,55.0,65.0,75.0,85.0,98.0
"('Random832', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,11.0,14.0,16.0,20.0,23.0,27.0,30.0,35.0
"('Raymond arritt', '2007')",support,1.0,2.0,3.0,4.0,7.0,9.0,11.0,13.0,18.0,22.0,26.0,33.0,40.0,48.0,57.0,66.0,75.0,88.0
"('Rebelguys2', '2007')",support,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,15.0,18.0,21.0,25.0,27.0,32.0
"('Recurring dreams', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,15.0,19.0,23.0,28.0,33.0,38.0,43.0,51.0
"('RedirectCleanupBot', '2007')",support,1.0,3.0,5.0,8.0,13.0,18.0,22.0,26.0,35.0,44.0,53.0,66.0,78.0,94.0,107.0,124.0,141.0,165.0
"('Reedy Boy', '2007')",support,1.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,9.0,12.0,14.0,17.0,21.0,25.0,30.0,34.0,39.0,46.0
"('Resolute', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,16.0,20.0,23.0,29.0,34.0,39.0,44.0,52.0
"('Rettetast', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,13.0,15.0,18.0,22.0,27.0,31.0,35.0,42.0
"('Revolving Bugbear', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,11.0,14.0,16.0,19.0,23.0,27.0,31.0,37.0
"('Riana dzasta', '2007')",support,1.0,3.0,4.0,7.0,10.0,13.0,17.0,20.0,27.0,34.0,40.0,49.0,59.0,73.0,86.0,99.0,113.0,133.0
"('Richardshusr', '2007')",support,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,13.0,16.0,19.0,24.0,29.0,35.0,42.0,49.0,55.0,65.0
"('Rifleman 82', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,9.0,12.0,14.0,18.0,21.0,26.0,30.0,34.0,39.0,46.0
"('Rigadoun', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,17.0,20.0,25.0,29.0,34.0,38.0,45.0
"('Rkitko', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,22.0,26.0,31.0,35.0,41.0
"('Rklawton', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,10.0,13.0,15.0,20.0,23.0,27.0,32.0,37.0,42.0,49.0
"('Rlevse', '2007')",support,1.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,8.0,11.0,13.0,17.0,22.0,28.0,34.0,40.0,46.0,56.0
"('RockMFR', '2007')",support,1.0,3.0,3.0,4.0,5.0,8.0,9.0,12.0,14.0,16.0,20.0,27.0,35.0,47.0,58.0,70.0,79.0,96.0
"('Ronnotel', '2007')",support,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,8.0,10.0,12.0,14.0,17.0,22.0,25.0,29.0,34.0,41.0
"('Royalbroil', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,14.0,18.0,22.0,26.0,31.0,36.0,41.0,48.0
"('Ruhrfisch', '2007')",support,1.0,1.0,2.0,3.0,5.0,6.0,8.0,9.0,12.0,15.0,18.0,23.0,27.0,34.0,40.0,46.0,52.0,61.0
"('Ryanpostlethwaite', '2007')",support,1.0,2.0,3.0,4.0,7.0,9.0,11.0,13.0,17.0,21.0,25.0,32.0,38.0,47.0,54.0,62.0,69.0,80.0
"('Ryulong', '2007')",support,2.0,4.0,5.0,9.0,14.0,18.0,22.0,26.0,32.0,38.0,43.0,55.0,62.0,70.0,81.0,94.0,106.0,122.0
"('Salix alba', '2007')",support,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,44.0,52.0,60.0,68.0,80.0
"('Sam Blacketer', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,7.0,8.0,11.0,14.0,18.0,22.0,27.0,33.0,38.0,42.0,48.0,57.0
"('Samulili', '2007')",support,0.0,1.0,1.0,3.0,4.0,7.0,9.0,12.0,14.0,18.0,22.0,27.0,34.0,40.0,49.0,56.0,62.0,75.0
"('Sanchom', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,5.0,6.0,8.0,11.0,13.0,17.0,20.0,25.0,29.0,33.0,37.0,42.0
"('Satori Son', '2007')",support,1.0,1.0,2.0,3.0,5.0,6.0,8.0,9.0,12.0,15.0,18.0,23.0,27.0,34.0,40.0,46.0,52.0,61.0
"('SatyrTN', '2007')",support,1.0,2.0,2.0,4.0,6.0,8.0,9.0,10.0,13.0,17.0,19.0,23.0,29.0,35.0,43.0,51.0,58.0,70.0
"('Savidan', '2007')",support,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,44.0,52.0,60.0,68.0,79.0
"('SB Johnny', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,11.0,14.0,16.0,21.0,25.0,30.0,36.0,41.0,47.0,55.0
"('SchuminWeb', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,14.0,17.0,21.0,25.0,28.0,33.0,37.0,43.0
"('Schutz', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,14.0,18.0,22.0,26.0,31.0,36.0,41.0,48.0
"('Scientizzle', '2007')",support,1.0,1.0,1.0,2.0,4.0,6.0,7.0,9.0,12.0,16.0,19.0,24.0,29.0,36.0,43.0,49.0,56.0,66.0
"('Searchme', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,14.0,18.0,22.0,26.0,31.0,36.0,41.0,48.0
"('Seattle Skier', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,11.0,14.0,16.0,19.0,22.0,26.0,29.0,34.0
"('SebastianHelm', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,15.0,19.0,23.0,28.0,33.0,38.0,43.0,51.0
"('Selket', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,11.0,13.0,15.0,20.0,24.0,29.0,35.0,40.0,46.0,53.0
"('Seraphimblade', '2007')",support,1.0,2.0,3.0,5.0,7.0,10.0,12.0,14.0,19.0,24.0,28.0,36.0,42.0,51.0,60.0,69.0,79.0,90.0
"('SGGH', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,21.0,25.0,28.0,31.0,37.0
"('Shadow1', '2007')",support,1.0,2.0,2.0,2.0,4.0,6.0,8.0,10.0,13.0,17.0,20.0,26.0,31.0,38.0,43.0,49.0,57.0,65.0
"('ShadowHalo', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,14.0,18.0,22.0,26.0,31.0,36.0,41.0,48.0
"('Shimeru', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,12.0,15.0,18.0,22.0,27.0,32.0,38.0,44.0,50.0,59.0
"('Shirahadasha', '2007')",support,0.0,0.0,0.0,0.0,3.0,5.0,6.0,7.0,11.0,14.0,19.0,24.0,29.0,38.0,48.0,58.0,69.0,88.0
"('Shyamal', '2007')",support,0.0,0.0,0.0,1.0,3.0,4.0,4.0,5.0,7.0,9.0,12.0,17.0,20.0,26.0,33.0,40.0,47.0,55.0
"('SirFozzie', '2007')",support,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,13.0,17.0,20.0,25.0,30.0,37.0,44.0,49.0,51.0,58.0
"('SkierRMH', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0,14.0,17.0,20.0,24.0,26.0,29.0,35.0
"('Slakr', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,14.0,16.0,20.0,24.0,30.0,35.0,40.0,46.0,54.0
"('Slumgum', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,11.0,14.0,17.0,22.0,27.0,33.0,39.0,42.0,46.0,48.0
"('Snowolf', '2007')",support,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,8.0,9.0,12.0,17.0,21.0,27.0,33.0,38.0,43.0,52.0
"('Soumyasch', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,11.0,13.0,17.0,19.0,24.0,31.0,37.0,42.0,51.0
"('Spartaz', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,14.0,16.0,19.0,23.0,27.0,31.0,37.0
"('Spebi', '2007')",support,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,13.0,17.0,20.0,25.0,29.0,36.0,43.0,48.0,54.0,63.0
"('Spellcast', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,9.0,12.0,14.0,18.0,21.0,26.0,31.0,35.0,40.0,47.0
"('SpuriousQ', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,8.0,9.0,12.0,15.0,18.0,22.0,27.0,33.0,39.0,45.0,51.0,60.0
"('SQL', '2007')",support,0.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,6.0,9.0,11.0,13.0,16.0,19.0,25.0,31.0,35.0,44.0
"('Sr13', '2007')",support,1.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,9.0,12.0,14.0,17.0,21.0,25.0,30.0,33.0,38.0,44.0
"('ST47', '2007')",support,2.0,3.0,5.0,7.0,10.0,13.0,16.0,18.0,20.0,22.0,25.0,28.0,33.0,45.0,59.0,76.0,91.0,113.0
"('Staecker', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,10.0,13.0,14.0,17.0,22.0,26.0,31.0,36.0,41.0,49.0
"('Stephan Schulz', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,7.0,9.0,10.0,13.0,16.0,20.0,24.0,27.0,31.0,37.0
"('Stephen', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,15.0,19.0,23.0,27.0,32.0,37.0,41.0,49.0
"('Swatjester', '2007')",support,1.0,2.0,3.0,5.0,7.0,10.0,12.0,14.0,19.0,24.0,29.0,36.0,43.0,53.0,62.0,71.0,81.0,95.0
"('Tabercil', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,17.0,20.0,25.0,29.0,34.0,38.0,44.0
"('Tbo 157', '2007')",support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,11.0,14.0,16.0,19.0,23.0
"('TeaDrinker', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,11.0,14.0,16.0,21.0,25.0,30.0,36.0,41.0,47.0,55.0
"('TerriersFan', '2007')",support,1.0,1.0,2.0,3.0,4.0,4.0,4.0,6.0,7.0,7.0,9.0,11.0,14.0,18.0,21.0,26.0,31.0,38.0
"('The-G-Unit-Boss', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,10.0,13.0,16.0,20.0,24.0,28.0,34.0,39.0,44.0,52.0
"('The Placebo Effect', '2007')",support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,10.0,13.0,18.0,24.0,28.0,36.0
"('The Rambling Man', '2007')",support,1.0,3.0,4.0,6.0,10.0,13.0,16.0,19.0,25.0,32.0,38.0,48.0,57.0,70.0,83.0,95.0,108.0,127.0
"('The Random Editor', '2007')",support,1.0,2.0,3.0,5.0,7.0,10.0,12.0,15.0,19.0,24.0,29.0,36.0,44.0,53.0,63.0,73.0,79.0,93.0
"('the undertow', '2007')",support,1.0,1.0,2.0,2.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,19.0,22.0,28.0,32.0,37.0,41.0,49.0
"('Thespian', '2007')",support,1.0,1.0,2.0,2.0,3.0,4.0,6.0,7.0,10.0,12.0,14.0,18.0,22.0,28.0,32.0,36.0,41.0,49.0
"('Tikiwont', '2007')",support,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,11.0,13.0,16.0,19.0,22.0,25.0,30.0
"('TimVickers', '2007')",support,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,43.0,51.0,59.0,66.0,77.0
"('Tony Fox', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,13.0,16.0,20.0,24.0,29.0,33.0,37.0,44.0
"('Tra', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,17.0,20.0,25.0,29.0,34.0,38.0,45.0
"('Trebor Rowntree', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,8.0,9.0,12.0,15.0,18.0,22.0,27.0,33.0,38.0,42.0,47.0,56.0
"('Trusilver', '2007')",support,1.0,2.0,3.0,5.0,7.0,10.0,12.0,14.0,18.0,23.0,28.0,33.0,39.0,48.0,57.0,66.0,75.0,89.0
"('TSO1D', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,14.0,16.0,20.0,24.0,30.0,35.0,39.0,45.0,52.0
"('TwinsMetsFan', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,13.0,16.0,20.0,24.0,30.0,35.0,41.0,46.0,52.0
"('Useight', '2007')",support,2.0,3.0,5.0,6.0,8.0,11.0,15.0,18.0,21.0,24.0,28.0,35.0,40.0,49.0,64.0,79.0,95.0,119.0
"('Vassyana', '2007')",support,1.0,2.0,3.0,4.0,7.0,9.0,11.0,14.0,17.0,21.0,26.0,33.0,39.0,47.0,54.0,59.0,63.0,75.0
"('VegaDark', '2007')",support,1.0,1.0,2.0,2.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,19.0,22.0,28.0,32.0,38.0,42.0,50.0
"('Veinor', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,14.0,15.0,19.0,23.0,29.0,34.0,39.0,45.0,53.0
"('Versageek', '2007')",support,1.0,2.0,3.0,4.0,7.0,9.0,11.0,14.0,18.0,22.0,27.0,34.0,40.0,50.0,58.0,68.0,76.0,90.0
"('VirtualSteve', '2007')",support,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,43.0,51.0,59.0,67.0,78.0
"('Visviva', '2007')",support,1.0,1.0,2.0,3.0,5.0,6.0,8.0,10.0,13.0,16.0,20.0,24.0,28.0,35.0,41.0,48.0,54.0,64.0
"('Wafulz', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,21.0,25.0,29.0,33.0,39.0
"('Waggers', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,11.0,14.0,16.0,19.0,22.0,26.0,30.0,35.0
"('Walton monarchist89', '2007')",support,1.0,2.0,3.0,4.0,6.0,7.0,9.0,10.0,14.0,17.0,21.0,27.0,32.0,39.0,47.0,56.0,61.0,68.0
"('Walton One', '2007')",support,2.0,3.0,4.0,6.0,10.0,15.0,18.0,22.0,29.0,38.0,45.0,52.0,64.0,77.0,86.0,96.0,108.0,124.0
"('Wassupwestcoast', '2007')",support,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,10.0,11.0,12.0,16.0,21.0,27.0,33.0,38.0,44.0
"('William Pietri', '2007')",support,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,14.0,17.0,21.0,26.0,29.0,35.0,42.0,48.0,53.0,64.0
"('WilyD', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,10.0,12.0,15.0,18.0,22.0,26.0,30.0,34.0,39.0
"('Wimt', '2007')",support,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,44.0,51.0,59.0,67.0,78.0
"('Wizardman', '2007')",support,1.0,1.0,2.0,3.0,5.0,5.0,7.0,9.0,12.0,15.0,18.0,22.0,27.0,32.0,37.0,43.0,49.0,58.0
"('WJBscribe', '2007')",support,1.0,3.0,4.0,7.0,10.0,13.0,16.0,20.0,26.0,33.0,39.0,49.0,59.0,72.0,85.0,98.0,111.0,130.0
"('WODUP', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,11.0,14.0,18.0,23.0,28.0,34.0,41.0,48.0,54.0,64.0
"('Woodym555', '2007')",support,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,12.0,14.0,17.0,22.0,26.0,32.0,38.0,44.0,49.0,58.0
"('Wrp103', '2007')",support,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,7.0,9.0,13.0,17.0,22.0,28.0,34.0,38.0,45.0
"('Xdamr', '2007')",support,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,9.0,12.0,14.0,18.0,21.0,26.0,31.0,35.0,40.0,47.0
"('xDanielx', '2007')",support,1.0,1.0,2.0,3.0,5.0,6.0,8.0,8.0,11.0,13.0,16.0,19.0,23.0,28.0,33.0,36.0,43.0,52.0
"('Xiner', '2007')",support,0.0,0.0,1.0,3.0,4.0,6.0,8.0,9.0,12.0,15.0,18.0,23.0,28.0,34.0,41.0,46.0,53.0,63.0
"('Xnuala', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,22.0,26.0,30.0,33.0,38.0
"('Yamamoto Ichiro', '2007')",support,1.0,1.0,1.0,3.0,5.0,7.0,8.0,10.0,12.0,16.0,19.0,23.0,29.0,34.0,41.0,48.0,53.0,60.0
"('Yandman', '2007')",support,1.0,1.0,2.0,3.0,5.0,7.0,9.0,10.0,14.0,17.0,21.0,26.0,30.0,35.0,39.0,44.0,50.0,60.0
"('Yannismarou', '2007')",support,1.0,2.0,3.0,6.0,8.0,11.0,14.0,17.0,23.0,28.0,34.0,42.0,51.0,62.0,73.0,85.0,95.0,112.0
"('Yonatan', '2007')",support,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,13.0,16.0,20.0,24.0,29.0,34.0,40.0,45.0,53.0
"('Zzuuzz', '2007')",support,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,16.0,19.0,23.0,26.0,31.0,34.0,40.0
"('AgÃ¼eybanÃ¡', '2007')",support,1.0,2.0,2.0,4.0,6.0,8.0,9.0,11.0,15.0,15.0,15.0,18.0,21.0,22.0,25.0,28.0,30.0,33.0
"('AKMask', '2007')",support,1.0,2.0,3.0,5.0,8.0,10.0,13.0,15.0,21.0,26.0,31.0,38.0,41.0,47.0,54.0,62.0,67.0,70.0
"('Aktron', '2007')",support,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,6.0,6.0,8.0,10.0,11.0,11.0,12.0,13.0,14.0
"('Alex43223', '2007')",support,0.0,0.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0,10.0,12.0,16.0,17.0,19.0,24.0,27.0,28.0,30.0
"('Amarkov', '2007')",support,1.0,2.0,3.0,4.0,7.0,9.0,11.0,11.0,11.0,12.0,14.0,17.0,20.0,23.0,27.0,29.0,32.0,34.0
