candidate,year,arm,tau_0.02,tau_0.05,tau_0.1,tau_0.15,tau_0.2,tau_0.3,tau_0.375,tau_0.5,tau_0.75,tau_1
Rogerd,2006,support,1,3,6,9,12,19,23,31,46,61
Royalguard11,2006,support,1,3,6,9,12,17,22,29,44,56
Royboycrashfan,2006,support,1,3,7,9,11,18,21,27,37,48
Rspeer,2006,support,1,2,3,4,6,10,13,19,26,37
Runcorn,2006,support,1,2,4,6,8,11,14,19,28,38
Rune.welsh,2006,support,2,6,12,18,25,37,46,62,92,123
RyanGerbil10,2006,support,1,3,5,7,9,13,15,20,30,38
Samir (The Scope),2006,support,2,5,11,16,22,33,42,57,84,111
Samsara,2006,support,1,4,7,11,13,21,26,35,52,67
Samuel Blanning,2006,support,1,4,7,11,15,21,26,35,53,69
Sandstein,2006,support,1,3,5,8,11,18,22,29,43,58
Sarah Ewart,2006,support,3,8,16,25,33,49,62,82,123,160
Saravask,2006,support,1,3,7,10,13,19,23,32,48,62
Saxifrage,2006,support,1,3,6,10,13,19,24,31,46,62
Sceptre,2006,support,2,6,12,18,24,32,36,49,75,86
Scm83x,2006,support,1,3,5,8,11,15,19,26,39,53
Sean Black,2006,support,4,11,20,29,39,56,70,88,124,158
Silence,2006,support,2,5,10,14,19,28,36,47,70,94
Silsor,2006,support,2,6,12,18,22,32,41,52,76,93
Sir Nicholas de Mimsy-Porpington,2006,support,2,5,9,15,19,28,36,48,73,96
Sjorford,2006,support,2,5,9,14,18,27,34,46,68,91
Smurrayinchester,2006,support,3,7,12,19,24,30,39,56,90,124
Snoutwood,2006,support,1,3,6,9,13,19,24,32,47,63
SoothingR,2006,support,1,3,6,10,13,21,26,34,52,68
Sreed1234,2006,support,1,2,5,8,10,14,17,22,34,43
Srikeit,2006,support,1,4,13,21,28,41,49,65,117,168
Steel359,2006,support,1,3,5,8,10,14,18,24,37,50
Steinsky,2006,support,1,2,5,7,10,14,17,23,35,47
Stemonitis,2006,support,1,3,5,8,11,16,19,25,38,50
Stifle,2006,support,1,3,6,10,13,20,22,30,46,60
StuffOfInterest,2006,support,1,2,5,8,11,16,21,27,42,52
Superm401,2006,support,1,2,5,7,8,13,16,22,33,43
Tango,2006,support,1,3,6,9,12,19,23,28,42,57
Tangotango,2006,support,2,5,10,16,21,31,39,52,78,104
Tariqabjotu,2006,support,2,6,12,19,25,38,47,60,91,122
Tawker,2006,support,4,6,12,16,24,38,49,65,98,131
Teke,2006,support,2,4,8,11,15,21,27,37,55,73
TexasAndroid,2006,support,1,3,6,9,11,17,21,28,43,57
Thatcher131,2006,support,3,7,15,21,26,38,48,64,95,120
The JPS,2006,support,2,5,9,13,17,27,33,45,66,88
theProject,2006,support,1,3,7,10,13,20,25,33,50,66
TigerShark,2006,support,2,4,8,11,15,19,24,31,45,61
Tijuana Brass,2006,support,2,4,8,12,14,20,25,35,53,73
TimPope,2006,support,1,2,4,6,8,11,14,19,29,39
TKD,2006,support,1,2,4,6,7,11,14,18,28,37
Tom harrison,2006,support,1,2,4,7,8,13,16,21,33,44
TomTheHand,2006,support,1,2,4,7,9,13,16,22,32,43
Tone,2006,support,1,2,5,7,10,14,17,23,33,44
Tonywalton,2006,support,1,2,4,6,8,11,14,19,28,37
Tr̦del,2006,support,1,3,5,8,11,16,20,27,40,53
Trialsanderrors,2006,support,2,4,8,11,15,23,28,37,55,71
Turnstep,2006,support,1,3,6,9,11,16,20,27,42,56
Tyrenius,2006,support,0,0,1,2,2,2,8,19,41,61
Tznkai,2006,support,1,3,5,8,11,16,20,26,40,52
UkPaolo,2006,support,1,2,5,8,10,15,19,25,38,49
Vary,2006,support,1,3,6,9,12,19,23,31,45,61
Vegaswikian,2006,support,1,2,4,7,9,13,16,20,25,34
Viridae,2006,support,0,0,1,2,3,4,5,11,20,28
W.marsh,2006,support,2,5,11,16,22,32,40,54,81,108
Wangi,2006,support,1,3,7,10,13,19,23,30,43,56
Water Bottle,2006,support,1,2,5,7,9,13,17,23,35,47
WAvegetarian,2006,support,1,3,6,11,15,23,30,40,61,81
Wgfinley,2006,support,1,3,5,8,10,14,17,23,34,46
Where,2006,support,2,5,10,15,20,30,38,50,76,101
Whouk,2006,support,1,4,7,11,14,22,27,36,54,70
Wickethewok,2006,support,1,4,7,10,14,21,26,35,50,59
Wiki alf,2006,support,2,5,9,14,19,28,35,46,70,92
William M. Connolley,2006,support,3,8,15,23,30,45,56,70,100,126
Winhunter,2006,support,2,5,10,14,18,26,33,41,69,97
Wknight94,2006,support,1,3,6,10,13,20,24,32,49,65
Wouterstomp,2006,support,1,2,4,6,8,11,14,18,26,35
Wwwwolf,2006,support,0,2,6,9,12,19,24,32,47,60
Xaosflux,2006,support,2,5,10,15,19,29,36,48,71,95
Xoloz,2006,support,3,7,15,22,29,43,54,72,108,141
Xyrael,2006,support,1,3,6,9,11,18,21,29,40,52
Yamla,2006,support,1,3,5,8,10,16,20,26,38,50
Yanksox,2006,support,2,5,9,15,21,29,37,48,75,102
Yomangani,2006,support,2,4,8,13,17,22,28,37,52,70
Youngamerican,2006,support,1,3,7,10,14,21,26,34,52,69
Zsinj,2006,support,0,1,2,4,4,5,11,20,40,61
4836.03,2006,support,1,1,1,1,1,1,1,1,2,2
9cds,2006,support,0,1,1,1,1,1,3,6,9,12
A Link to the Past,2006,support,1,4,5,7,9,16,19,22,26,32
AaronS,2006,support,0,0,1,2,3,5,6,7,9,10
Abu badali,2006,support,1,2,3,5,7,10,12,16,22,26
Acebrock,2006,support,0,0,0,0,0,1,1,3,5,5
Adam1213,2006,support,0,0,0,0,0,0,1,3,7,12
Agateller,2006,support,0,0,0,1,2,5,6,8,13,22
AKGhetto,2006,support,1,2,4,6,8,11,13,15,19,22
Alan Liefting,2006,support,1,3,5,8,8,10,12,14,19,22
Alfakim,2006,support,1,2,3,3,3,4,6,7,10,14
Alphax,2006,support,2,5,8,13,18,24,31,41,59,79
Ambuj.Saxena,2006,support,3,8,16,24,31,45,56,75,91,106
Amgine,2006,support,2,5,10,16,21,28,36,41,57,75
Andypandy.UK,2006,support,2,5,10,14,19,26,33,36,52,69
Anglius,2006,support,0,0,0,0,0,0,0,0,0,0
Anthony.bradbury,2006,support,1,3,4,6,7,12,17,24,29,35
Anthony Appleyard,2006,support,1,3,6,8,11,14,19,25,30,40
Aranda56,2006,support,1,2,3,4,5,9,10,14,20,24
asams10,2006,support,1,2,2,2,2,2,3,4,5,6
Axiomm,2006,support,0,0,0,1,1,1,2,2,3,3
Badlydrawnjeff,2006,support,2,6,11,17,21,32,41,53,68,80
benon,2006,support,0,0,2,3,4,5,6,9,13,18
Benon3,2006,support,2,4,8,13,17,24,30,36,49,59
Benon4,2006,support,0,1,5,6,6,12,16,22,40,54
Benon5,2006,support,2,4,8,12,16,24,27,30,41,51
Berig,2006,support,1,1,3,3,4,7,10,16,22,28
Biruitorul,2006,support,1,2,3,4,6,9,10,15,25,37
BlackJack,2006,support,1,2,4,4,4,7,10,11,16,20
Bornhj,2006,support,1,2,3,4,4,5,6,7,11,13
Brian New Zealand,2006,support,1,4,5,5,8,12,15,19,31,43
Brossow,2006,support,1,2,3,5,5,6,9,10,12,14
Can't sleep, clown will eat me too,2006,support,1,3,7,10,14,20,26,34,51,63
Catamorphism,2006,support,2,5,9,14,18,27,31,37,51,56
Cchan199206,2006,support,0,0,0,0,0,2,2,4,8,9
Ccool2ax,2006,support,0,0,0,0,1,3,3,4,7,11
Chacor,2006,support,1,4,6,8,9,15,19,26,33,38
CheNuevara,2006,support,1,3,6,10,12,17,19,23,33,42
Chrislk02,2006,support,1,1,2,2,2,5,6,8,11,14
Christopherlin,2006,support,1,1,2,4,5,7,8,12,18,22
Computerjoe,2006,support,2,2,7,11,13,20,32,43,66,87
Conrad Devonshire,2006,support,0,0,0,0,1,1,1,1,1,1
Cookiecaper,2006,support,0,0,0,1,3,6,6,7,11,14
Cooksey,2006,support,0,0,0,0,1,2,3,4,4,5
Cool3,2006,support,0,1,2,3,4,8,10,13,23,29
CorbinSimpson,2006,support,1,1,2,3,4,4,5,7,9,11
Crazytales56297,2006,support,1,1,1,2,3,3,4,4,6,9
Crotalus horridus,2006,support,1,1,2,2,3,3,3,3,6,8
CTSWyneken,2006,support,1,3,5,6,7,10,12,14,23,29
CyberSkull,2006,support,1,2,5,6,9,12,17,22,30,38
Cynical,2006,support,1,1,2,5,7,10,10,12,20,26
Dangherous,2006,support,0,0,1,2,5,8,10,16,27,37
DarthVader,2006,support,0,1,2,3,5,9,10,13,24,29
Deeptrivia,2006,support,1,1,3,4,5,8,9,10,10,10
Deon555,2006,support,0,0,0,0,0,1,3,4,12,18
Dewet,2006,support,2,4,8,12,16,22,26,29,42,55
Digitalme,2006,support,1,1,3,6,8,10,13,15,25,31
Djr xi,2006,support,1,4,8,13,18,27,32,36,47,60
DLJessup,2006,support,1,2,6,9,13,16,19,24,35,46
Doktorbuk,2006,support,0,0,1,3,3,3,3,4,6,9
Drumguy8800,2006,support,0,0,0,1,1,3,4,6,11,14
DuctoMan16,2006,support,0,0,0,0,0,0,0,0,0,0
Ec5618,2006,support,1,1,1,1,2,4,5,7,8,14
Elonka,2006,support,3,7,14,18,22,30,36,46,63,85
Eluchil404,2006,support,0,1,2,3,4,7,10,16,21,25
Emt147,2006,support,1,1,2,2,4,4,5,6,9,10
Emt1472,2006,support,1,2,2,2,3,5,6,7,8,12
Encyclopedist,2006,support,1,1,3,4,4,5,7,8,8,8
Evadb,2006,support,1,2,5,6,8,9,10,12,15,17
Everyking,2006,support,0,1,2,3,4,5,5,6,9,11
EvocativeIntrigue,2006,support,1,3,3,3,3,6,8,9,15,22
Fetofs,2006,support,1,2,4,5,5,11,15,20,29,35
Flameviper X-1,2006,support,0,0,0,0,0,0,0,0,0,0
Folajimi,2006,support,0,0,0,0,0,0,0,2,5,5
Foxearth,2006,support,0,0,0,0,0,1,2,4,5,6
Fritz Saalfeld,2006,support,1,2,4,6,7,11,13,18,26,33
FT2,2006,support,1,3,5,7,10,12,15,21,30,36
Funnybunny,2006,support,1,2,3,4,6,7,7,9,10,13
Gary Kirk,2006,support,1,1,1,1,2,5,5,6,9,10
Gene Poole,2006,support,1,2,5,6,9,11,11,12,12,16
Genisock2,2006,support,1,3,4,6,7,9,11,14,21,27
Georgewilliamherbert,2006,support,2,5,10,12,16,24,30,39,55,65
Getcrunk,2006,support,2,6,11,17,23,34,38,42,58,71
GHe,2006,support,2,4,8,12,16,23,28,35,47,59
grika,2006,support,0,0,1,2,3,3,3,4,5,5
Hamedog,2006,support,1,1,2,3,3,5,6,7,9,12
Heligoland,2006,support,1,3,6,8,11,15,18,21,27,33
Hello32020,2006,support,0,0,0,1,3,5,7,9,13,14
Hex,2006,support,1,2,3,5,5,6,6,10,18,23
HighwayCello,2006,support,2,5,6,7,8,18,22,26,50,77
HolyRomanEmperor,2006,support,2,5,5,6,7,13,20,31,46,52
Icelandic Hurricane,2006,support,1,2,2,3,4,5,7,9,12,18
Idleguy,2006,support,1,3,6,8,12,15,16,20,26,32
Ikiroid,2006,support,1,2,4,7,10,15,19,25,37,46
ILovePlankton,2006,support,2,5,9,14,17,20,24,28,35,40
Infinity0,2006,support,0,0,1,1,2,2,2,3,5,5
Jc37,2006,support,0,0,0,0,0,1,2,6,10,14
Jersey Devil,2006,support,2,4,8,10,13,18,21,26,33,45
Joturner,2006,support,5,13,19,31,39,52,64,95,144,181
JP06035,2006,support,1,2,4,4,4,5,5,7,9,10
Jtkiefer,2006,support,1,1,2,3,4,5,5,5,5,5
Juro,2006,support,1,1,3,4,4,4,4,4,4,7
Kafziel,2006,support,2,4,6,9,9,18,24,38,60,81
Karmafist,2006,support,3,7,10,12,16,23,27,37,51,71
Keldan,2006,support,0,0,0,0,0,0,0,0,2,3
Kevin Baas,2006,support,1,1,2,2,2,4,5,5,7,8
KI,2006,support,0,0,0,1,2,8,9,12,18,25
Kku,2006,support,0,0,0,0,0,2,3,4,4,7
Kseferovic,2006,support,1,1,1,2,4,4,4,7,10,11
larsinio,2006,support,1,2,2,2,4,4,5,10,20,29
Lcarsdata,2006,support,0,0,0,0,0,1,1,2,5,5
Llama man,2006,support,1,2,5,6,9,13,16,18,19,19
Locke Cole,2006,support,1,3,7,9,12,17,19,21,32,41
Lotsofissues,2006,support,1,2,4,5,7,10,12,13,17,21
Lulu of the Lotus-Eaters,2006,support,2,5,10,16,20,22,29,38,58,70
M1ss1ontomars2k4,2006,support,0,1,1,1,1,4,4,6,9,12
Mac Davis,2006,support,1,1,2,2,3,3,3,3,4,6
Malber,2006,support,0,0,0,0,1,1,6,7,9,12
Maltesedog3,2006,support,0,1,1,1,2,2,3,5,8,11
Markovich292,2006,support,0,0,0,1,2,2,2,2,7,9
Martial Law,2006,support,0,0,0,0,0,0,1,2,3,4
Master of Puppets,2006,support,2,6,10,15,20,25,31,39,51,72
Matt Yeager,2006,support,2,5,8,13,16,22,23,30,46,49
MatthewFenton,2006,support,0,0,0,0,0,0,2,3,7,8
MatthewUND,2006,support,1,1,2,3,5,5,7,9,14,21
Maxamegalon2000,2006,support,0,1,3,5,6,9,12,15,20,26
Mb1000,2006,support,0,0,0,0,1,3,4,4,7,10
Mboverload,2006,support,1,3,3,4,4,6,9,10,22,32
MegamanZero,2006,support,1,2,3,5,5,6,9,10,14,17
MER-C,2006,support,2,5,10,15,21,30,35,44,60,68
MichaelBillington,2006,support,1,2,4,5,7,8,8,10,12,16
Micoolio101,2006,support,0,0,0,0,0,1,1,1,1,2
Mike1,2006,support,0,0,2,3,4,7,12,21,26,35
Mipadi,2006,support,1,2,2,2,3,3,3,4,7,8
MJCdetroit,2006,support,1,1,2,4,6,7,8,9,11,14
Moe Epsilon,2006,support,1,2,4,6,7,11,12,15,20,26
MoRsE,2006,support,0,0,2,4,5,9,12,17,27,38
Northenglish,2006,support,1,2,2,2,3,3,9,17,33,41
Ombudsman,2006,support,1,2,2,3,3,3,3,3,5,6
Osbus,2006,support,0,1,2,2,2,3,3,4,6,9
P.B. Pilhet,2006,support,0,0,0,0,0,1,1,1,1,2
Paul Cyr,2006,support,1,2,3,3,4,4,5,6,8,9
Pegasus1138,2006,support,0,0,2,4,5,8,9,22,37,54
PHDrillSergeant,2006,support,0,0,2,4,4,4,4,4,5,7
Piemanmoo,2006,support,1,1,1,1,1,1,1,1,1,2
Pmanderson,2006,support,3,8,14,21,27,30,34,41,61,76
Preslethe,2006,support,0,0,1,1,2,4,5,5,7,8
R.D.H. (Ghost In The Machine),2006,support,1,3,6,9,13,18,23,31,39,42
Ramsquire2,2006,support,0,0,0,0,0,0,0,3,4,4
RandyWang,2006,support,1,1,4,6,8,11,13,16,24,35
RGTraynor,2006,support,0,0,2,4,5,6,9,11,15,18
Rmrfstar,2006,support,0,0,0,0,1,2,3,6,12,15
Robchurch,2006,support,6,14,28,40,51,59,77,113,170,205
Robert McClenon,2006,support,0,2,4,6,8,11,15,20,26,34
Rogerthat,2006,support,1,1,1,3,6,10,11,13,19,24
Rory096,2006,support,1,5,8,8,10,23,29,36,50,69
Ryulong,2006,support,3,8,14,19,23,30,37,46,69,80
Saint-Paddy,2006,support,0,0,0,0,1,2,2,4,4,4
Sam Spade,2006,support,1,4,6,11,15,22,25,32,42,51
SaxTeacher,2006,support,1,1,1,1,2,3,3,3,5,8
SB Johnny,2006,support,0,0,1,2,2,3,4,7,13,16
Schuminweb,2006,support,1,2,4,5,6,7,8,10,15,16
Schzmo,2006,support,0,0,1,2,2,4,4,6,10,13
Schzmo2,2006,support,1,2,2,4,6,9,11,13,20,24
Selmo,2006,support,0,0,0,0,0,0,0,1,3,5
Seraphimblade,2006,support,0,0,2,2,2,4,4,5,7,7
Simetrical,2006,support,2,6,12,18,23,35,43,57,69,75
Siva1979,2006,support,3,7,12,18,26,43,56,76,127,163
SoM,2006,support,1,1,3,5,8,8,10,15,19,26
Spawn Man,2006,support,1,2,4,5,6,9,12,14,17,20
ST47,2006,support,0,0,0,1,1,2,3,8,18,18
Stephen B Streater,2006,support,1,3,5,7,10,15,18,18,23,30
SteveBaker,2006,support,0,2,3,5,7,13,18,22,32,40
Steveo2,2006,support,1,1,2,3,3,4,4,4,7,7
Stevietheman,2006,support,1,2,4,6,9,11,13,18,23,27
Sukh,2006,support,0,2,5,5,7,12,17,21,33,43
Swatjester,2006,support,3,7,14,20,27,35,42,52,66,80
SWD316,2006,support,1,1,3,4,6,9,10,12,12,16
SynergeticMaggot,2006,support,1,3,6,7,9,12,16,17,21,31
Tarret,2006,support,0,0,1,2,4,7,8,11,13,17
Tdxiang,2006,support,0,0,2,4,5,6,6,6,11,11
TehKewl1,2006,support,0,0,0,1,2,3,5,5,7,9
Terence Ong,2006,support,5,11,21,31,39,53,58,81,124,144
The Halo,2006,support,2,4,6,8,12,20,24,35,51,66
The Thadman2,2006,support,1,2,3,3,4,7,7,11,23,29
The Transhumanist,2006,support,1,1,1,1,1,2,2,2,3,4
The Wookieepedian,2006,support,1,1,2,2,3,3,3,4,5,5
Tmorton166,2006,support,1,1,1,1,1,1,2,4,5,7
TodorBozhinov,2006,support,1,1,3,4,6,10,13,18,26,33
TonyTheTiger,2006,support,0,0,2,2,3,3,4,4,4,4
Trampikey,2006,support,0,1,2,3,3,3,4,5,5,9
TruthbringerToronto,2006,support,1,3,3,3,3,5,5,6,7,9
Trysha,2006,support,1,4,6,11,12,16,20,30,46,57
Tv316,2006,support,1,3,7,10,11,14,19,22,33,40
Urthogie,2006,support,1,1,2,3,3,3,3,3,4,7
WCityMike,2006,support,1,2,3,3,4,5,7,8,9,12
Werdna,2006,support,1,3,6,9,12,16,20,27,37,41
Werdna648,2006,support,4,9,15,21,27,37,42,64,83,106
Wikiwoohoo,2006,support,1,3,4,7,10,17,22,29,40,48
WillC,2006,support,1,1,2,3,4,4,4,4,4,4
Williamborg,2006,support,1,1,2,2,2,2,4,5,6,8
Xchrisblackx,2006,support,0,0,0,0,1,1,4,5,9,9
Xerocs2,2006,support,0,0,0,0,0,0,0,0,0,2
Ynhockey,2006,support,1,2,4,5,7,7,7,8,9,10
Zanaq,2006,support,0,0,1,1,1,2,2,2,4,5
Zappa.jake,2006,support,1,1,2,3,4,5,5,7,11,17
Zapptastic,2006,support,1,2,3,5,7,10,12,15,17,22
Zpb52,2006,support,0,0,2,2,3,7,10,11,14,18
Zzuuzz,2006,support,1,2,4,6,10,16,21,28,41,51
23skidoo,2005,support,1,3,6,8,11,17,21,28,42,56
A Man In Black,2005,support,1,2,3,5,6,9,10,14,20,28
ABCD,2005,support,1,2,4,5,6,8,11,14,22,29
Acetic Acid,2005,support,1,1,7,12,17,27,35,48,75,90
Adashiel,2005,support,1,2,4,6,8,12,15,20,30,39
Alabamaboy,2005,support,0,1,4,6,9,13,17,23,34,46
Alai,2005,support,1,3,5,8,11,16,20,27,40,54
Alhutch,2005,support,1,1,2,4,5,8,9,12,19,25
Alkivar,2005,support,2,6,9,13,18,27,34,49,67,87
Ancheta Wis,2005,support,1,2,4,6,8,11,14,19,28,38
Andrew Norman,2005,support,1,1,3,4,5,8,10,13,20,26
Android79,2005,support,1,2,4,6,8,11,14,19,28,38
Awolf002,2005,support,0,0,1,3,4,8,9,13,20,26
BD2412,2005,support,4,9,18,27,36,55,68,91,136,182
Beland,2005,support,1,2,4,6,8,11,14,19,28,38
Bhadani,2005,support,1,2,4,6,7,11,14,18,28,35
Biekko,2005,support,1,1,2,2,3,6,7,9,14,20
BillyH,2005,support,1,2,3,4,4,6,9,12,21,27
Bmicomp,2005,support,1,3,5,8,11,16,20,26,40,52
Bogdangiusca,2005,support,1,2,4,7,9,12,15,20,26,35
BorgHunter,2005,support,1,1,3,4,6,9,11,14,18,24
BorgQueen,2005,support,1,2,3,4,6,9,11,14,23,31
Bovlb,2005,support,1,1,2,4,5,8,9,12,19,24
Brendanconway,2005,support,1,2,3,4,6,9,11,15,22,30
Brian Kendig,2005,support,1,2,4,6,8,11,14,19,26,35
Briangotts,2005,support,1,1,3,4,5,8,10,13,19,24
BrianSmithson,2005,support,1,2,4,6,9,13,16,22,32,43
Brighterorange,2005,support,1,2,4,6,8,12,15,20,29,39
Brookie,2005,support,1,2,3,5,6,10,12,16,24,32
Bumm13,2005,support,1,2,5,6,8,13,17,23,33,44
Bunchofgrapes,2005,support,1,1,2,4,6,9,11,15,24,32
CambridgeBayWeather,2005,support,1,2,4,6,9,13,16,22,32,42
Capitalistroadster,2005,support,2,5,9,14,18,28,34,46,68,91
Carnildo,2005,support,1,1,2,4,6,8,9,13,20,28
Celestianpower,2005,support,2,2,4,6,9,16,21,31,50,69
Cleared as filed,2005,support,1,2,4,6,7,11,14,18,28,36
CLW,2005,support,1,2,3,4,6,9,11,15,22,30
Cnwb,2005,support,1,2,4,6,8,11,14,19,28,38
Commander Keane,2005,support,1,2,5,7,9,14,17,22,33,45
Croat Canuck,2005,support,1,1,3,4,5,8,9,12,16,21
Cryptic,2005,support,1,4,7,11,15,22,27,36,54,72
Cyberjunkie,2005,support,1,3,6,9,12,18,23,30,46,61
Dan100,2005,support,1,1,3,4,5,8,10,13,20,26
Darwinek,2005,support,1,2,5,6,6,9,12,18,28,40
David Levy,2005,support,1,2,4,6,7,11,14,18,27,34
Deathphoenix,2005,support,1,3,6,9,12,18,23,30,45,60
Deltabeignet,2005,support,0,0,1,2,3,6,9,11,17,23
Demi,2005,support,1,3,6,9,11,17,21,28,43,57
Denelson83,2005,support,0,1,2,4,4,7,11,17,29,39
DESiegel,2005,support,1,3,5,8,10,16,20,26,39,50
Dmcdevit,2005,support,1,1,3,3,4,7,9,13,18,25
Doc glasgow,2005,support,1,2,4,6,9,13,16,21,30,40
DragonflySixtyseven,2005,support,1,3,5,8,10,16,20,25,37,50
DrBob,2005,support,1,2,5,7,8,13,15,20,30,42
Drini,2005,support,1,2,4,6,8,13,16,21,32,42
Durin,2005,support,1,3,5,8,11,17,21,29,44,59
Dvyost,2005,support,1,2,3,5,7,10,12,16,25,33
Edcolins,2005,support,1,1,3,4,6,7,9,13,20,27
EdwinHJ,2005,support,1,1,3,4,5,7,9,13,19,24
Egil,2005,support,1,2,5,7,10,14,18,24,36,48
El C,2005,support,1,1,3,4,5,9,12,16,23,32
Enochlau,2005,support,1,1,3,4,5,8,10,14,20,27
Essjay,2005,support,1,2,5,7,9,12,16,22,34,46
EvanProdromou,2005,support,1,2,3,4,4,8,9,12,18,26
Evercat,2005,support,1,2,3,4,6,8,10,14,21,29
Evil Monkey,2005,support,1,1,3,4,6,9,11,14,22,29
Evilphoenix,2005,support,1,2,3,5,6,10,12,16,24,31
Extreme Unction,2005,support,1,3,6,9,11,15,17,23,32,45
Fastfission,2005,support,2,4,8,13,17,26,32,42,63,84
FayssalF,2005,support,1,2,4,6,8,12,15,19,29,39
FeloniousMonk,2005,support,1,3,4,7,10,14,16,22,36,48
Fernando Rizo,2005,support,1,1,3,4,5,8,10,12,19,24
FireFox,2005,support,2,5,10,14,19,29,36,48,71,93
Flcelloguy,2005,support,1,1,3,4,5,7,9,11,18,24
Freakofnurture,2005,support,1,3,6,10,13,20,24,32,48,63
Freestylefrappe,2005,support,0,0,1,3,6,12,16,22,32,37
FreplySpang,2005,support,1,1,3,4,6,8,10,14,21,28
Friday,2005,support,1,2,5,7,10,14,15,21,30,41
Func,2005,support,2,4,8,11,15,22,28,38,56,75
Fvw,2005,support,1,3,6,9,13,19,24,29,41,55
Garzo,2005,support,1,2,4,6,8,12,15,20,29,39
Goodoldpolonius2,2005,support,1,2,4,7,9,13,16,21,33,44
GraemeL,2005,support,2,4,8,12,16,24,30,40,60,79
Graft,2005,support,1,1,2,3,4,7,9,13,17,25
GregAsche,2005,support,1,2,5,7,9,14,17,23,34,45
Grenavitar,2005,support,1,3,6,9,11,17,21,27,41,54
Grutness,2005,support,1,1,3,4,5,8,10,14,19,25
GTBacchus,2005,support,1,2,4,6,8,12,14,19,29,39
Guettarda,2005,support,1,2,3,5,6,9,11,15,22,30
Gurubrahma,2005,support,1,2,5,8,10,15,19,25,38,50
Hall Monitor,2005,support,1,1,3,4,6,9,11,14,22,28
Hamster Sandwich,2005,support,1,2,3,5,7,11,15,20,27,38
Harro5,2005,support,0,1,2,4,4,10,15,24,43,61
Hedley,2005,support,0,1,1,2,3,5,7,8,12,19
Henrygb,2005,support,1,2,2,2,4,7,8,11,18,27
Hermione1980,2005,support,1,3,4,7,9,14,17,25,37,48
HorsePunchKid,2005,support,1,2,5,7,9,14,18,24,37,49
Howcheng,2005,support,1,4,7,11,15,22,28,37,56,74
Humblefool,2005,support,1,1,2,4,5,8,9,12,17,22
Ianblair23,2005,support,1,3,6,9,11,17,21,28,43,57
Ianbrown,2005,support,1,3,6,9,13,19,24,32,47,62
IceKarma,2005,support,1,1,3,4,6,8,9,13,19,26
Improv,2005,support,1,1,3,4,5,8,9,13,19,25
Izehar,2005,support,1,3,6,8,11,17,21,27,40,54
Jacoplane,2005,support,1,1,2,4,5,8,11,14,21,28
Jareth,2005,support,0,0,1,2,4,7,10,13,19,27
Jaxl,2005,support,1,2,4,5,7,11,14,17,26,35
Jcw69,2005,support,1,1,3,4,6,9,11,14,22,29
Jdavidb,2005,support,1,1,1,2,3,6,7,10,16,22
Jeffrey O. Gustafson,2005,support,1,2,3,4,6,9,11,15,22,30
Jkelly,2005,support,1,2,5,7,10,14,18,24,36,47
Jnothman,2005,support,1,2,5,7,9,13,17,23,34,45
JoanneB,2005,support,2,4,9,13,16,25,31,42,63,85
Johann Wolfgang,2005,support,1,3,5,7,8,12,16,22,27,36
Johntex,2005,support,1,2,4,6,8,12,14,19,28,37
Jondel,2005,support,1,2,3,4,6,9,11,15,22,30
Journalist,2005,support,1,2,3,4,8,18,25,37,61,85
JRM,2005,support,1,2,5,8,10,14,18,24,37,49
Jtkiefer,2005,support,1,1,2,4,5,8,9,12,18,25
JWSchmidt,2005,support,1,1,3,4,5,8,10,14,19,26
Karmafist,2005,support,1,3,6,8,11,16,21,27,39,52
Katefan0,2005,support,1,2,5,7,9,14,17,23,34,44
Kirill Lokshin,2005,support,1,2,4,5,7,11,14,18,27,36
Kmccoy,2005,support,1,2,4,6,8,11,13,18,24,34
KnowledgeOfSelf,2005,support,1,3,6,9,12,18,22,30,44,59
Kwamikagami,2005,support,1,2,4,5,6,10,12,16,26,36
Lacrimosus,2005,support,1,1,3,4,5,8,10,14,20,26
Leithp,2005,support,1,2,3,5,7,10,12,16,25,33
Linuxbeak,2005,support,1,2,3,4,6,9,11,15,22,29
Longhair,2005,support,1,2,3,5,7,10,13,17,26,34
Lucky 6.9,2005,support,1,3,5,8,12,16,19,25,36,46
Luigi30,2005,support,0,1,2,3,4,9,15,21,37,48
Mairi,2005,support,1,2,4,6,8,11,13,17,26,34
Malathion,2005,support,1,1,3,4,5,8,10,14,20,26
Malo,2005,support,1,3,6,9,12,18,23,30,46,61
Marine 69-71,2005,support,1,1,2,3,4,6,8,11,16,23
MarkGallagher,2005,support,2,5,10,15,20,30,38,50,76,101
MarkSweep,2005,support,1,2,4,6,8,13,16,21,30,40
Master Thief Garrett,2005,support,1,1,3,4,5,7,8,10,13,19
MC MasterChef,2005,support,1,2,4,6,8,12,15,20,30,40
Mel Etitis,2005,support,1,1,3,6,8,13,16,21,33,44
Mike Rosoft,2005,support,1,2,4,7,9,13,16,22,32,42
Mindmatrix,2005,support,1,2,4,7,9,13,16,21,33,44
Mindspillage,2005,support,1,2,3,5,6,9,12,16,23,30
Mo0,2005,support,1,2,3,5,7,11,14,18,27,36
MONGO,2005,support,2,3,7,9,13,19,24,32,44,57
Mushroom,2005,support,1,1,2,4,5,8,9,12,19,25
Musical Linguist,2005,support,2,4,8,12,16,24,30,40,60,81
Mysekurity,2005,support,1,2,5,7,9,14,18,24,35,46
